Región,Precio,Habitaciones,Baños,Superfície,Dirección,Tipo de inmueble,Orientación,Estado,Antigüedad,Planta,Ascensor,Amueblado,Consumo energía,Emisiones,Calefacción,Agua caliente,Parking
Zaragoza,129.000 €,2 habs.,1 baño,78 m²,Concepción Arenal - Universidad San Francisco,Piso,,,70 a 100 años,2ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,68.400 €,3 habs.,1 baño,29 m²,Cl Calle Alcalde Costa - Instituts - Universitat,Piso,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,103.000 €,2 habs.,1 baño,78 m²,Calle Venecia - Pinares de Venecia,Piso,,Reformado,,,,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,194.999 €,3 habs.,2 baños,150 m²,La Sagrada - Monzalbarba,Casa adosada,,Muy bien,,,,,Exento,Exento,,,Privado
Zaragoza,560.000 €,6 habs.,3 baños,560 m²,Avenida de la Ilustración - Montecanal,Casa o chalet,Oeste,Casi nuevo,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,215.000 €,3 habs.,2 baños,109 m²,Calafell - Playa de Calafell,Piso,,Casi nuevo,,4ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,107.000 €,2 habs.,1 baño,86 m²,De España - 6 - Cadrete,Piso,Sur,Muy bien,,,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,Privado
Zaragoza,797.000 €,5 habs.,2 baños,192 m²,Madrid - Barri de les Corts,Piso,,,,,Sí,,"D
76 kW h m² / año","D
16 kg CO₂ m² / año",,,
Zaragoza,139.000 €,2 habs.,1 baño,80 m²,Brutau - Sol i Padris - Sant Oleguer,Piso,,,30 a 50 años,6ª planta,Sí,,"D
68 kW h m² / año","D
16 kg CO₂ m² / año",,,
Zaragoza,210.000 €,2 habs.,1 baño,70 m²,Mercat - Escoles Ribes,Piso,,,,,Sí,,"D
88 kW h m² / año","D
18 kg CO₂ m² / año",,,Privado
Zaragoza,110.000 €,3 habs.,1 baño,78 m²,Pere D'om - Creu de Barberà,Piso,,,,,,,"F
999 kW h m² / año","F
999 kg CO₂ m² / año",,,
Zaragoza,54.000 €,2 habs.,1 baño,59 m²,Osona - Ca n'Oriac,Piso,,,50 a 70 años,2ª planta,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,550.000 €,2 habs.,1 baño,87 m²,Sarria,Piso,,Muy bien,,1ª planta,Sí,No,"G
240 kW h m² / año","E
999 kg CO₂ m² / año",,,
Zaragoza,1.330.000 €,4 habs.,3 baños,196 m²,Castelldefels - La Pineda,Casa adosada,,,,,,,"C
895 kW h m² / año","G
195 kg CO₂ m² / año",,,Privado
Zaragoza,1.395.000 €,2 habs.,2 baños,150 m²,Castelldefels,Casa o chalet,,,,,,No,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,,,,,,,,,,,,,,,,,
Zaragoza,315.000 €,3 habs.,2 baños,118 m²,Doctor Buenaventura Carre - Fígares,Piso,,,,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Zaragoza,137.000 €,3 habs.,1 baño,95 m²,Can Boada-Torrent d´en Pere Parres,Piso,,,30 a 50 años,1ª planta,Sí,,"E
172 kW h m² / año","E
36 kg CO₂ m² / año",,,
Zaragoza,626.000 €,5 habs.,2 baños,144 m²,Barcelona - Vila de Gràcia,Piso,,,,2ª planta,Sí,,"E
155 kW h m² / año","E
39 kg CO₂ m² / año",,,
Zaragoza,890.000 €,4 habs.,3 baños,299 m²,Escriptor Josep Roig I Raventos - Can Girona - Terramar - Vinyet,Casa adosada,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Zaragoza,165.000 €,4 habs.,1 baño,123 m²,Murcia - San Antolin,Piso,,,,2ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,1.250.000 €,7 habs.,4 baños,521 m²,L'Eliana - L'Eliana pueblo,Casa o chalet,Sureste,Muy bien,10 a 20 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,Privado
Zaragoza,578.000 €,3 habs.,3 baños,113 m²,Provença - L'Antiga Esquerra de l'Eixample,Piso,,Muy bien,70 a 100 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Zaragoza,730.000 €,4 habs.,2 baños,136 m²,Sarrià - Sant Gervasi - Sarrià,Piso,,,30 a 50 años,3ª planta,Sí,No,"F
231 kW h m² / año","E
48 kg CO₂ m² / año",,,Comunitario
Zaragoza,699.000 €,4 habs.,2 baños,204 m²,Rafael Llopart - Aiguadolç - Sant Sebastià,Casa o chalet,,,,,,,"E
1 kW h m² / año","E
40 kg CO₂ m² / año",,,
Zaragoza,495.000 €,3 habs.,1 baño,120 m²,Comtessa de Sobradiel - Barri Gòtic,Piso,,Bien,+ 100 años,3ª planta,Sí,No,"E
999 kW h m² / año","E
999 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,279.000 €,3 habs.,2 baños,111 m²,Siete Calles - Casco Viejo,Piso,Este,Bien,70 a 100 años,3ª planta,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Butano,Gas Natural,
Bilbao,185.000 €,3 habs.,1 baño,66 m²,Calle Santutxu - Santutxu - Basarrate,Piso,,Muy bien,50 a 70 años,3ª planta,Sí,,"F
228 kW h m² / año","F
53 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,279.000 €,3 habs.,2 baños,111 m²,Santa Maria  - Casco Viejo,Piso,,Bien,,3ª planta,,,"E
167 kW h m² / año","E
33 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,589.000 €,2 habs.,2 baños,78 m²,Calle del Divino Pastor - Universidad - Malasaña,Piso,Sur,Muy bien,+ 100 años,,Sí,,"A
28.5 kW h m² / año","A
5.3 kg CO₂ m² / año",,,
Bilbao,189.900 €,2 habs.,1 baño,75 m²,Bilbao - Rekalde,Piso,Sureste,Muy bien,,3ª planta,Sí,,"E
999 kW h m² / año","E
999 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,675.000 €,4 habs.,2 baños,140 m²,Calle Canciller Ayala - Plaza Circular,Piso,,Casi nuevo,+ 100 años,3ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,139.900 €,3 habs.,1 baño,78 m²,Zurbaranbarri Auzoa - Zurbaran,Piso,Sur,Bien,50 a 70 años,4ª planta,,,"G
229 kW h m² / año","F
47 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,153.000 €,3 habs.,1 baño,60 m²,Santa Teresa,Piso,Sur,Casi nuevo,,2ª planta,,,"G
39 kW h m² / año","E
231 kg CO₂ m² / año",Electricidad,,
Bilbao,,,,,,,,,,,,,,,,,
Bilbao,330.000 €,3 habs.,2 baños,115 m²,Llano,Piso,Sureste,Bien,,4ª planta,,,"E
111 kW h m² / año","D
23 kg CO₂ m² / año",Gas Natural,Gas Natural,Privado
Bilbao,176.000 €,3 habs.,1 baño,70 m²,Cruces,Piso,Sureste,Bien,70 a 100 años,6ª planta,Sí,,"G
278 kW h m² / año","G
69 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,125.000 €,2 habs.,1 baño,60 m²,Arteagabeitia,Piso,Este,Bien,,3ª planta,,Sí,"G
216 kW h m² / año","G
40 kg CO₂ m² / año",Electricidad,Electricidad,
Bilbao,235.000 €,2 habs.,1 baño,75 m²,Santa Teresa,Piso,Sur,Bien,,6ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,120.000 €,3 habs.,1 baño,71 m²,Upomendi Auzoa - . - Galdakao,Piso,Noroeste,,50 a 70 años,2ª planta,,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,415.000 €,3 habs.,2 baños,119 m²,Centro,Piso,,Bien,10 a 20 años,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Bilbao,640.000 €,7 habs.,5 baños,483 m²,Izurtza - Izurtza,Finca rústica,,Bien,,,,,"E
189 kW h m² / año","E
45 kg CO₂ m² / año",,Gasóleo,Privado
Bilbao,185.000 €,2 habs.,1 baño,50 m²,Ataúlfo Argenta - Cotolino,Piso,,,20 a 30 años,3ª planta,Sí,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,213.000 €,3 habs.,1 baño,80 m²,Bilbao - Basurto,Piso,Este,A reformar,,3ª planta,Sí,,"G
273 kW h m² / año","G
56 kg CO₂ m² / año",,Electricidad,
Bilbao,309.300 €,,,,,,,,,,,,,,,,
Bilbao,120.000 €,3 habs.,1 baño,75 m²,Balmaseda,Piso,,Bien,,5ª planta,Sí,,"G
229 kW h m² / año","F
48 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,1.150.000 €,4 habs.,4 baños,190 m²,Calle Ripa - Plaza Circular,Ático,,Bien,30 a 50 años,5ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,280.000 €,2 habs.,1 baño,80 m²,Zabalbide - Atxuri,Piso,,,,1ª planta,,,"F
206 kW h m² / año","E
43 kg CO₂ m² / año",,,
Bilbao,400.000 €,3 habs.,1 baño,80 m²,Simón Bolívar Kalea - Zona Indautxu,Piso,Noreste,Muy bien,50 a 70 años,6ª planta,Sí,,"F
288 kW h m² / año","G
61 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,294.000 €,2 habs.,2 baños,38 m²,Calle Monteleón - Universidad - Malasaña,Piso,,Casi nuevo,,2ª planta,Sí,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,,
Bilbao,193.000 €,2 habs.,2 baños,85 m²,Barrio Mioño - Mioño - Santullán,Ático,Sur,Muy bien,,3ª planta,Sí,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,Privado
Bilbao,540.000 €,6 habs.,3 baños,189 m²,Kalea Luis Briñas - Basurtu,Piso,,,50 a 70 años,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,,
Bilbao,139.900 €,2 habs.,1 baño,50 m²,Hernani Kalea - San Francisco,Piso,,Bien,,6ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,
Bilbao,470.000 €,5 habs.,2 baños,123 m²,Plaza Indautxu - Indautxu,Piso,Oeste,A reformar,,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,Gas Natural,
Bilbao,485.000 €,4 habs.,2 baños,133 m²,Plaza Indautxu - Indautxu,Piso,Oeste,A reformar,70 a 100 años,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,Gas Natural,
Bilbao,1.150.000 €,4 habs.,4 baños,200 m²,Calle Ripa - Plaza Circular,Dúplex,,Bien,,5ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,Privado
Bilbao,665.000 €,3 habs.,2 baños,130 m²,Calle de Escosura - Arapiles,Piso,,,70 a 100 años,4ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,797.000 €,5 habs.,2 baños,192 m²,Madrid - Barri de les Corts,Piso,,,,,Sí,,"D
76 kW h m² / año","D
16 kg CO₂ m² / año",,,
Bilbao,139.000 €,2 habs.,1 baño,80 m²,Brutau - Sol i Padris - Sant Oleguer,Piso,,,30 a 50 años,6ª planta,Sí,,"D
68 kW h m² / año","D
16 kg CO₂ m² / año",,,
Bilbao,210.000 €,2 habs.,1 baño,70 m²,Mercat - Escoles Ribes,Piso,,,,,Sí,,"D
88 kW h m² / año","D
18 kg CO₂ m² / año",,,Privado
Bilbao,110.000 €,3 habs.,1 baño,78 m²,Pere D'om - Creu de Barberà,Piso,,,,,,,"F
999 kW h m² / año","F
999 kg CO₂ m² / año",,,
Bilbao,54.000 €,2 habs.,1 baño,59 m²,Osona - Ca n'Oriac,Piso,,,50 a 70 años,2ª planta,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,550.000 €,2 habs.,1 baño,87 m²,Sarria,Piso,,Muy bien,,1ª planta,Sí,No,"G
240 kW h m² / año","E
999 kg CO₂ m² / año",,,
Bilbao,1.330.000 €,4 habs.,3 baños,196 m²,Castelldefels - La Pineda,Casa adosada,,,,,,,"C
895 kW h m² / año","G
195 kg CO₂ m² / año",,,Privado
Bilbao,1.395.000 €,2 habs.,2 baños,150 m²,Castelldefels,Casa o chalet,,,,,,No,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,,,,,,,,,,,,,,,,,
Bilbao,315.000 €,3 habs.,2 baños,118 m²,Doctor Buenaventura Carre - Fígares,Piso,,,,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Bilbao,137.000 €,3 habs.,1 baño,95 m²,Can Boada-Torrent d´en Pere Parres,Piso,,,30 a 50 años,1ª planta,Sí,,"E
172 kW h m² / año","E
36 kg CO₂ m² / año",,,
Bilbao,626.000 €,5 habs.,2 baños,144 m²,Barcelona - Vila de Gràcia,Piso,,,,2ª planta,Sí,,"E
155 kW h m² / año","E
39 kg CO₂ m² / año",,,
Bilbao,890.000 €,4 habs.,3 baños,299 m²,Escriptor Josep Roig I Raventos - Can Girona - Terramar - Vinyet,Casa adosada,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Bilbao,165.000 €,4 habs.,1 baño,123 m²,Murcia - San Antolin,Piso,,,,2ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,1.250.000 €,7 habs.,4 baños,521 m²,L'Eliana - L'Eliana pueblo,Casa o chalet,Sureste,Muy bien,10 a 20 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,Privado
Bilbao,578.000 €,3 habs.,3 baños,113 m²,Provença - L'Antiga Esquerra de l'Eixample,Piso,,Muy bien,70 a 100 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Bilbao,730.000 €,4 habs.,2 baños,136 m²,Sarrià - Sant Gervasi - Sarrià,Piso,,,30 a 50 años,3ª planta,Sí,No,"F
231 kW h m² / año","E
48 kg CO₂ m² / año",,,Comunitario
Bilbao,699.000 €,4 habs.,2 baños,204 m²,Rafael Llopart - Aiguadolç - Sant Sebastià,Casa o chalet,,,,,,,"E
1 kW h m² / año","E
40 kg CO₂ m² / año",,,
Bilbao,495.000 €,3 habs.,1 baño,120 m²,Comtessa de Sobradiel - Barri Gòtic,Piso,,Bien,+ 100 años,3ª planta,Sí,No,"E
999 kW h m² / año","E
999 kg CO₂ m² / año",Gas Natural,Gas Natural,
Mallorca,430.000 €,2 habs.,2 baños,120 m²,Sa Pobla,Casa o chalet,,Muy bien,+ 100 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,180.000 €,2 habs.,2 baños,106 m²,Carrero Gran 19 - Maria de la Salut,Casa o chalet,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,305.000 €,4 habs.,1 baño,83 m²,Carrer de Mallorca - El Camp de l'Arpa del Clot,Piso,Sureste,Muy bien,70 a 100 años,5ª planta,Sí,,"D
176 kW h m² / año","D
54 kg CO₂ m² / año",Gas Natural,,
Mallorca,525.000 €,3 habs.,2 baños,131 m²,SANTANYI - CALA D´OR,Planta baja,Este,Muy bien,30 a 50 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Mallorca,305.000 €,4 habs.,1 baño,83 m²,Carrer de Mallorca - El Clot,Piso,Sur,Muy bien,70 a 100 años,3ª planta,Sí,,"E
176 kW h m² / año","E
37 kg CO₂ m² / año",Gas Natural,Gas Natural,
Mallorca,600.000 €,4 habs.,1 baño,100 m²,Palma de Mallorca - Can Capes,Casa o chalet,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,388.000 €,2 habs.,2 baños,104 m²,Arxiduc,Piso,Sureste,Muy bien,30 a 50 años,4ª planta,Sí,,"G
207.9 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Mallorca,720.000 €,3 habs.,2 baños,120 m²,Eixample Barcelona,Piso,Este,,30 a 50 años,,Sí,No,"E
178 kW h m² / año","E
70 kg CO₂ m² / año",,,Privado
Mallorca,,,,,,,,,,,,,,,,,
Mallorca,395.000 €,3 habs.,2 baños,94 m²,Carrer del General Felix Mas - Son Dameto,Piso,,,20 a 30 años,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Mallorca,315.000 €,2 habs.,2 baños,82 m²,Palma de Mallorca,Piso,Sur,Bien,20 a 30 años,2ª planta,Sí,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Electricidad,Gas Natural,
Mallorca,649.000 €,3 habs.,2 baños,192 m²,Palma de Mallorca - Jaime III,Piso,,,,3ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Mallorca,638.000 €,3 habs.,2 baños,113 m²,De Sant Pere - Dreta de l'Eixample,Piso,,Muy bien,20 a 30 años,4ª planta,Sí,,"E
130 kW h m² / año","E
75 kg CO₂ m² / año",,,
Mallorca,408.000 €,3 habs.,1 baño,97 m²,De Sant Pere - Dreta de l'Eixample,Apartamento,,Bien,+ 100 años,2ª planta,Sí,,"E
130 kW h m² / año","E
65 kg CO₂ m² / año",,,
Mallorca,305.000 €,4 habs.,1 baño,83 m²,Sant Martí - El Clot,Piso,Sur,Muy bien,70 a 100 años,3ª planta,Sí,,"C
176.9 kW h m² / año","E
37.2 kg CO₂ m² / año",Gas Natural,Gas Natural,
Mallorca,305.000 €,4 habs.,1 baño,83 m²,Carrer de Mallorca - El Clot,Piso,,,70 a 100 años,3ª planta,Sí,,"D
176 kW h m² / año","D
54 kg CO₂ m² / año",,,
Mallorca,725.000 €,10 habs.,4 baños,816 m²,Sant Joan,Casa o chalet,,Bien,+ 100 años,,,No,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Mallorca,535.000 €,3 habs.,2 baños,98 m²,De Sant Joan - Dreta de l'Eixample,Piso,,Bien,50 a 70 años,2ª planta,Sí,,"E
120 kW h m² / año","E
60 kg CO₂ m² / año",,,
Mallorca,1.950.000 €,3 habs.,3 baños,210 m²,De Gràcia - Dreta de l'Eixample,Dúplex,Sur,Bien,20 a 30 años,5ª planta,Sí,Sí,"E
121 kW h m² / año","D
20 kg CO₂ m² / año",,,
Mallorca,749.000 €,3 habs.,2 baños,123 m²,De Sant Joan - Fort Pienc,Piso,Sur,Bien,+ 100 años,1ª planta,Sí,,"E
130 kW h m² / año","E
60 kg CO₂ m² / año",,,
Mallorca,1.700.000 €,6 habs.,4 baños,200 m²,Felanitx - Cala Ferrera - Cala Serena,Casa o chalet,Sureste,Casi nuevo,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,Solar,Privado
Mallorca,1.500.000 €,5 habs.,3 baños,217 m²,Carrer de Provença - Dreta de l'Eixample,Piso,Sur,A reformar,+ 100 años,1ª planta,Sí,,"D
180 kW h m² / año","D
40 kg CO₂ m² / año",,,
Mallorca,299.000 €,3 habs.,2 baños,92 m²,Carrer de Mallorca - Dreta de l'Eixample,Piso,,Bien,+ 100 años,,Sí,,"G
279 kW h m² / año","G
59 kg CO₂ m² / año",,,
Mallorca,740.000 €,3 habs.,3 baños,181 m²,Calvià - Santa Ponça,Casa adosada,,Casi nuevo,20 a 30 años,Principal,,Sí,"E
0.1 kW h m² / año","E
0.1 kg CO₂ m² / año",Gas Natural,Gas Natural,Comunitario
Mallorca,193.200 €,3 habs.,2 baños,104 m²,Mallorca - Capdepera,Piso,,,,1ª planta,,,"F
9999 kW h m² / año","F
9999 kg CO₂ m² / año",,,
Mallorca,310.500 €,2 habs.,2 baños,95 m²,Mexic - Polígon de Llevant,Planta baja,,Casi nuevo,,,Sí,,"A
14 kW h m² / año","A
5 kg CO₂ m² / año",,,Privado
Mallorca,362.000 €,3 habs.,2 baños,100 m²,Mexic - Polígon de Llevant,Piso,,Casi nuevo,,4ª planta,Sí,,"A
14 kW h m² / año","A
5 kg CO₂ m² / año",,,Privado
Mallorca,193.200 €,3 habs.,2 baños,104 m²,Mallorca - Capdepera,Piso,,,,1ª planta,,,"F
9999 kW h m² / año","F
9999 kg CO₂ m² / año",,,
Mallorca,312.000 €,3 habs.,2 baños,87 m²,Port d'Andratx,Piso,,,50 a 70 años,2ª planta,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,392.500 €,3 habs.,2 baños,132 m²,Port d'Andratx,Ático,,,30 a 50 años,2ª planta,,,"D
134 kW h m² / año","D
35 kg CO₂ m² / año",,,
Mallorca,1.385.000 €,4 habs.,4 baños,240 m²,Bonaire,Casa o chalet,,,50 a 70 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,797.000 €,5 habs.,2 baños,192 m²,Madrid - Barri de les Corts,Piso,,,,,Sí,,"D
76 kW h m² / año","D
16 kg CO₂ m² / año",,,
Mallorca,139.000 €,2 habs.,1 baño,80 m²,Brutau - Sol i Padris - Sant Oleguer,Piso,,,30 a 50 años,6ª planta,Sí,,"D
68 kW h m² / año","D
16 kg CO₂ m² / año",,,
Mallorca,210.000 €,2 habs.,1 baño,70 m²,Mercat - Escoles Ribes,Piso,,,,,Sí,,"D
88 kW h m² / año","D
18 kg CO₂ m² / año",,,Privado
Mallorca,110.000 €,3 habs.,1 baño,78 m²,Pere D'om - Creu de Barberà,Piso,,,,,,,"F
999 kW h m² / año","F
999 kg CO₂ m² / año",,,
Mallorca,54.000 €,2 habs.,1 baño,59 m²,Osona - Ca n'Oriac,Piso,,,50 a 70 años,2ª planta,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,550.000 €,2 habs.,1 baño,87 m²,Sarria,Piso,,Muy bien,,1ª planta,Sí,No,"G
240 kW h m² / año","E
999 kg CO₂ m² / año",,,
Mallorca,1.330.000 €,4 habs.,3 baños,196 m²,Castelldefels - La Pineda,Casa adosada,,,,,,,"C
895 kW h m² / año","G
195 kg CO₂ m² / año",,,Privado
Mallorca,1.395.000 €,2 habs.,2 baños,150 m²,Castelldefels,Casa o chalet,,,,,,No,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,,,,,,,,,,,,,,,,,
Mallorca,315.000 €,3 habs.,2 baños,118 m²,Doctor Buenaventura Carre - Fígares,Piso,,,,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Mallorca,137.000 €,3 habs.,1 baño,95 m²,Can Boada-Torrent d´en Pere Parres,Piso,,,30 a 50 años,1ª planta,Sí,,"E
172 kW h m² / año","E
36 kg CO₂ m² / año",,,
Mallorca,626.000 €,5 habs.,2 baños,144 m²,Barcelona - Vila de Gràcia,Piso,,,,2ª planta,Sí,,"E
155 kW h m² / año","E
39 kg CO₂ m² / año",,,
Mallorca,890.000 €,4 habs.,3 baños,299 m²,Escriptor Josep Roig I Raventos - Can Girona - Terramar - Vinyet,Casa adosada,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Mallorca,165.000 €,4 habs.,1 baño,123 m²,Murcia - San Antolin,Piso,,,,2ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,1.250.000 €,7 habs.,4 baños,521 m²,L'Eliana - L'Eliana pueblo,Casa o chalet,Sureste,Muy bien,10 a 20 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",Gas Natural,Gas Natural,Privado
Mallorca,578.000 €,3 habs.,3 baños,113 m²,Provença - L'Antiga Esquerra de l'Eixample,Piso,,Muy bien,70 a 100 años,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Mallorca,730.000 €,4 habs.,2 baños,136 m²,Sarrià - Sant Gervasi - Sarrià,Piso,,,30 a 50 años,3ª planta,Sí,No,"F
231 kW h m² / año","E
48 kg CO₂ m² / año",,,Comunitario
Mallorca,699.000 €,4 habs.,2 baños,204 m²,Rafael Llopart - Aiguadolç - Sant Sebastià,Casa o chalet,,,,,,,"E
1 kW h m² / año","E
40 kg CO₂ m² / año",,,
Mallorca,495.000 €,3 habs.,1 baño,120 m²,Comtessa de Sobradiel - Barri Gòtic,Piso,,Bien,+ 100 años,3ª planta,Sí,No,"E
999 kW h m² / año","E
999 kg CO₂ m² / año",Gas Natural,Gas Natural,
Tenerife,139.900 €,3 habs.,2 baños,88 m²,Calle Azorín - Los Gladiolos,Piso,,,Menos de 1 año,,,,"G
159 kW h m² / año","G
42 kg CO₂ m² / año",,,
Tenerife,159.900 €,5 habs.,2 baños,83 m²,La Aurora - 67 - Arico,Casa o chalet,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Tenerife,240.000 €,2 habs.,1 baño,85 m²,Centro,Piso,,Muy bien,,6ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Tenerife,549.000 €,3 habs.,2 baños,100 m²,Adeje,Ático,,,,,,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Tenerife,550.000 €,6 habs.,3 baños,2000 m²,Arona - Buzanada - Cabo Blanco - Valle San Lorenzo,Casa o chalet,,Muy bien,,Bajos,,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Tenerife,293.000 €,3 habs.,2 baños,118 m²,Azorín - Los Gladiolos,Piso,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Tenerife,65.000 €,2 habs.,1 baño,42 m²,Adeje - 2 - La Salud,Piso,,,,,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Tenerife,888.888 €,3 habs.,3 baños,142 m²,Adeje,Piso,,Casi nuevo,10 a 20 años,,,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Tenerife,,,,,,,,,,,,,,,,,
Tenerife,270.000 €,3 habs.,2 baños,94 m²,Avenida Islas Canarias - Buenavista - Chapatal,Piso,,Muy bien,5 a 10 años,,Sí,Sí,"G
93.8 kW h m² / año","G
24.9 kg CO₂ m² / año",,,Comunitario
Tenerife,129.400 €,4 habs.,2 baños,106 m²,Cedro (la Jaca) en Poris de Abona - 15 - Arico,Piso,,A reformar,,2ª planta,,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Tenerife,97.000 €,,,,,,,,,,,,,,,,
Tenerife,249.000 €,2 habs.,2 baños,84 m²,Barranco Verodal  - 32767 - Chayofa - Las Camellas,Apartamento,,,,,Sí,Sí,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
Tenerife,240.000 €,3 habs.,1 baño,115 m²,Del Castillo - Centro,Piso,,,70 a 100 años,1ª planta,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,
Tenerife,169.900 €,3 habs.,2 baños,98 m²,Puerto de la Cruz - Martiánez,Piso,,A reformar,,,Sí,,"G
999 kW h m² / año","G
999 kg CO₂ m² / año",,,Privado
